Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
AS,Asia,JPN,Japan,2020,All,Age05_09,[5-9],0,0,,0
AS,Asia,JPN,Japan,2020,All,Age10_14,[10-14],122,28.63849765,,2.29548672
AS,Asia,JPN,Japan,2020,All,Age15_19,[15-19],642,50.87163233,,11.42562629
AS,Asia,JPN,Japan,2020,All,Age20_24,[20-24],1243,57.01834862,,21.01119814
AS,Asia,JPN,Japan,2020,All,Age25_29,[25-29],1172,52.13523132,,19.69294465
AS,Asia,JPN,Japan,2020,All,Age30_34,[30-34],1192,41.07512061,,18.73191828
AS,Asia,JPN,Japan,2020,All,Age35_39,[35-39],1323,30.0955414,,18.30245112
AS,Asia,JPN,Japan,2020,All,Age40_44,[40-44],1578,20.55222714,,19.10387338
AS,Asia,JPN,Japan,2020,All,Age45_49,[45-49],1846,13.08199277,,19.07178865
AS,Asia,JPN,Japan,2020,All,Age50_54,[50-54],1746,8.8128407,,20.37501939
AS,Asia,JPN,Japan,2020,All,Age55_59,[55-59],1576,5.7265361,,20.18118504
AS,Asia,JPN,Japan,2020,All,Age60_64,[60-64],1387,3.42350792,,18.86416253
AS,Asia,JPN,Japan,2020,All,Age65_69,[65-69],1309,1.7938879,,16.02201025
AS,Asia,JPN,Japan,2020,All,Age70_74,[70-74],1570,1.26511898,,17.17774093
AS,Asia,JPN,Japan,2020,All,Age75_79,[75-79],1308,0.80673015,,18.60269842
AS,Asia,JPN,Japan,2020,All,Age80_84,[80-84],1055,0.48723941,,19.60220712
AS,Asia,JPN,Japan,2020,All,Age85_over,[85+],1143,0.17027908,,18.68636031
AS,Asia,JPN,Japan,2019,All,Age_all,[All],19435,1.40721878,12.81486611,15.70743981
AS,Asia,JPN,Japan,2019,All,Age00,[0],0,0,,0
AS,Asia,JPN,Japan,2019,All,Age01_04,[1-4],0,0,,0
AS,Asia,JPN,Japan,2019,All,Age05_09,[5-9],0,0,,0
AS,Asia,JPN,Japan,2019,All,Age10_14,[10-14],90,21.12676056,,1.70012095
AS,Asia,JPN,Japan,2019,All,Age15_19,[15-19],564,47.9184367,,9.88336577
AS,Asia,JPN,Japan,2019,All,Age20_24,[20-24],1040,50.93046033,,17.44895593
AS,Asia,JPN,Japan,2019,All,Age25_29,[25-29],990,48.17518248,,16.88803065
AS,Asia,JPN,Japan,2019,All,Age30_34,[30-34],1146,38.48220282,,17.69917518
AS,Asia,JPN,Japan,2019,All,Age35_39,[35-39],1287,28.74692875,,17.56094446
AS,Asia,JPN,Japan,2019,All,Age40_44,[40-44],1501,19.21157046,,17.57547237
AS,Asia,JPN,Japan,2019,All,Age45_49,[45-49],1826,13.02053622,,18.9414843
AS,Asia,JPN,Japan,2019,All,Age50_54,[50-54],1749,8.9485802,,20.7489259
AS,Asia,JPN,Japan,2019,All,Age55_59,[55-59],1563,5.70646221,,20.54912035
AS,Asia,JPN,Japan,2019,All,Age60_64,[60-64],1352,3.20797248,,18.14625776
AS,Asia,JPN,Japan,2019,All,Age65_69,[65-69],1416,1.78135615,,16.36291466
AS,Asia,JPN,Japan,2019,All,Age70_74,[70-74],1514,1.28342065,,17.51379124
AS,Asia,JPN,Japan,2019,All,Age75_79,[75-79],1303,0.79563773,,18.06768908
AS,Asia,JPN,Japan,2019,All,Age80_84,[80-84],1043,0.46911615,,19.64075681
AS,Asia,JPN,Japan,2019,All,Age85_over,[85+],1015,0.1514288,,17.17723385
AS,Asia,JPN,Japan,2018,All,Age_all,[All],20044,1.47115166,13.03824421,16.13611072
AS,Asia,JPN,Japan,2018,All,Age00,[0],0,0,,0
AS,Asia,JPN,Japan,2018,All,Age01_04,[1-4],0,0,,0
AS,Asia,JPN,Japan,2018,All,Age05_09,[5-9],0,0,,0
AS,Asia,JPN,Japan,2018,All,Age10_14,[10-14],99,21.38228942,,1.85449692
AS,Asia,JPN,Japan,2018,All,Age15_19,[15-19],503,44.00699913,,8.66784673
AS,Asia,JPN,Japan,2018,All,Age20_24,[20-24],1045,52.09371884,,17.52443611
AS,Asia,JPN,Japan,2018,All,Age25_29,[25-29],1059,47.78880866,,17.96935436
AS,Asia,JPN,Japan,2018,All,Age30_34,[30-34],1235,39.6596018,,18.45915527
AS,Asia,JPN,Japan,2018,All,Age35_39,[35-39],1288,27.93926247,,17.21215248
AS,Asia,JPN,Japan,2018,All,Age40_44,[40-44],1574,18.87742864,,17.63463721
AS,Asia,JPN,Japan,2018,All,Age45_49,[45-49],1818,12.9847868,,19.12468082
AS,Asia,JPN,Japan,2018,All,Age50_54,[50-54],1856,9.52234365,,22.55446582
AS,Asia,JPN,Japan,2018,All,Age55_59,[55-59],1562,5.70447739,,20.67675194
AS,Asia,JPN,Japan,2018,All,Age60_64,[60-64],1352,3.11901631,,17.97535781
AS,Asia,JPN,Japan,2018,All,Age65_69,[65-69],1571,1.81885543,,16.8663285
AS,Asia,JPN,Japan,2018,All,Age70_74,[70-74],1498,1.30797709,,18.27894574
AS,Asia,JPN,Japan,2018,All,Age75_79,[75-79],1360,0.85925851,,19.69853421
AS,Asia,JPN,Japan,2018,All,Age80_84,[80-84],1104,0.49036373,,20.71212177
AS,Asia,JPN,Japan,2018,All,Age85_over,[85+],1073,0.16535982,,18.87584077
AS,Asia,JPN,Japan,2017,All,Age_all,[All],20479,1.52783093,13.20024677,16.42940329
AS,Asia,JPN,Japan,2017,All,Age00,[0],0,0,,0
AS,Asia,JPN,Japan,2017,All,Age01_04,[1-4],0,0,,0
AS,Asia,JPN,Japan,2017,All,Age05_09,[5-9],0,0,,0
AS,Asia,JPN,Japan,2017,All,Age10_14,[10-14],100,22.88329519,,1.85796352
AS,Asia,JPN,Japan,2017,All,Age15_19,[15-19],461,39.70714901,,7.8168583
AS,Asia,JPN,Japan,2017,All,Age20_24,[20-24],1056,52.17391304,,17.83654228
AS,Asia,JPN,Japan,2017,All,Age25_29,[25-29],1049,46.08963093,,17.48587461
AS,Asia,JPN,Japan,2017,All,Age30_34,[30-34],1282,39.39766441,,18.62871446
AS,Asia,JPN,Japan,2017,All,Age35_39,[35-39],1366,28.76395031,,17.77872644
AS,Asia,JPN,Japan,2017,All,Age40_44,[40-44],1629,18.475672,,17.553972
AS,Asia,JPN,Japan,2017,All,Age45_49,[45-49],1873,13.3604394,,20.14263957
AS,Asia,JPN,Japan,2017,All,Age50_54,[50-54],1830,9.60125918,,22.78943422
AS,Asia,JPN,Japan,2017,All,Age55_59,[55-59],1644,5.97231809,,21.91035652
AS,Asia,JPN,Japan,2017,All,Age60_64,[60-64],1419,3.16007483,,18.34003906
AS,Asia,JPN,Japan,2017,All,Age65_69,[65-69],1769,1.91381866,,17.92621372
AS,Asia,JPN,Japan,2017,All,Age70_74,[70-74],1488,1.36337398,,19.29517876
AS,Asia,JPN,Japan,2017,All,Age75_79,[75-79],1298,0.83309799,,19.33953549
AS,Asia,JPN,Japan,2017,All,Age80_84,[80-84],1108,0.48990131,,20.99622144
AS,Asia,JPN,Japan,2017,All,Age85_over,[85+],1059,0.16934544,,19.47095628
AS,Asia,JPN,Japan,2016,All,Age_all,[All],21028,1.60795505,13.38747294,16.81967494
AS,Asia,JPN,Japan,2016,All,Age00,[0],0,0,,0
AS,Asia,JPN,Japan,2016,All,Age01_04,[1-4],0,0,,0
AS,Asia,JPN,Japan,2016,All,Age05_09,[5-9],0,0,,0
AS,Asia,JPN,Japan,2016,All,Age10_14,[10-14],71,16.13636364,,1.29886024
AS,Asia,JPN,Japan,2016,All,Age15_19,[15-19],430,36.87821612,,7.22521135
AS,Asia,JPN,Japan,2016,All,Age20_24,[20-24],1001,48.05568891,,16.97203903
AS,Asia,JPN,Japan,2016,All,Age25_29,[25-29],1166,47.0350948,,19.02492837
AS,Asia,JPN,Japan,2016,All,Age30_34,[30-34],1253,37.35837806,,17.81096046
AS,Asia,JPN,Japan,2016,All,Age35_39,[35-39],1447,27.86443289,,18.24916709
AS,Asia,JPN,Japan,2016,All,Age40_44,[40-44],1739,18.77361546,,18.2083373
AS,Asia,JPN,Japan,2016,All,Age45_49,[45-49],1890,13.57466063,,20.70606589
AS,Asia,JPN,Japan,2016,All,Age50_54,[50-54],1854,9.5174538,,23.82233932
AS,Asia,JPN,Japan,2016,All,Age55_59,[55-59],1686,5.95107832,,22.59539317
AS,Asia,JPN,Japan,2016,All,Age60_64,[60-64],1563,3.24119196,,19.30804321
AS,Asia,JPN,Japan,2016,All,Age65_69,[65-69],1871,2.00096252,,18.3014906
AS,Asia,JPN,Japan,2016,All,Age70_74,[70-74],1513,1.40318662,,20.5220105
AS,Asia,JPN,Japan,2016,All,Age75_79,[75-79],1338,0.87446408,,20.58452355
AS,Asia,JPN,Japan,2016,All,Age80_84,[80-84],1085,0.48488803,,21.00514965
AS,Asia,JPN,Japan,2016,All,Age85_over,[85+],1061,0.17913915,,20.43884374
AS,Asia,JPN,Japan,2015,All,Age_all,[All],23160,1.79473112,14.4933278,18.48079281
AS,Asia,JPN,Japan,2015,All,Age00,[0],0,0,,0
AS,Asia,JPN,Japan,2015,All,Age01_04,[1-4],0,0,,0
AS,Asia,JPN,Japan,2015,All,Age05_09,[5-9],1,0.22123894,,0.01898344
AS,Asia,JPN,Japan,2015,All,Age10_14,[10-14],89,18.93617021,,1.59675024
AS,Asia,JPN,Japan,2015,All,Age15_19,[15-19],447,36.63934426,,7.47768863
AS,Asia,JPN,Japan,2015,All,Age20_24,[20-24],1052,50.07139457,,17.88055889
AS,Asia,JPN,Japan,2015,All,Age25_29,[25-29],1235,47.20948012,,19.6254261
AS,Asia,JPN,Japan,2015,All,Age30_34,[30-34],1398,39.39137785,,19.45926083
AS,Asia,JPN,Japan,2015,All,Age35_39,[35-39],1573,29.11884487,,19.09412749
AS,Asia,JPN,Japan,2015,All,Age40_44,[40-44],1984,20.30706244,,20.48296858
AS,Asia,JPN,Japan,2015,All,Age45_49,[45-49],1966,14.51994092,,22.80887727
AS,Asia,JPN,Japan,2015,All,Age50_54,[50-54],2008,10.18410509,,25.39021652
AS,Asia,JPN,Japan,2015,All,Age55_59,[55-59],1822,6.3406995,,24.22791796
AS,Asia,JPN,Japan,2015,All,Age60_64,[60-64],1809,3.46438899,,21.30859008
AS,Asia,JPN,Japan,2015,All,Age65_69,[65-69],2025,2.29365592,,20.8542047
AS,Asia,JPN,Japan,2015,All,Age70_74,[70-74],1877,1.64183935,,24.21420581
AS,Asia,JPN,Japan,2015,All,Age75_79,[75-79],1449,0.94418923,,22.89304949
AS,Asia,JPN,Japan,2015,All,Age80_84,[80-84],1232,0.55381987,,24.58083393
AS,Asia,JPN,Japan,2015,All,Age85_over,[85+],1125,0.19772293,,22.81501143
AS,Asia,JPN,Japan,2021,All,Age_all,[All],20299,1.40979376,14.00238776,16.53275736
AS,Asia,JPN,Japan,2021,All,Age00,[0],0,0,,0
AS,Asia,JPN,Japan,2021,All,Age01_04,[1-4],0,0,,0
AS,Asia,JPN,Japan,2021,All,Age05_09,[5-9],2,0.60606061,,0.04033225
AS,Asia,JPN,Japan,2021,All,Age10_14,[10-14],128,29.02494331,,2.41786622
AS,Asia,JPN,Japan,2021,All,Age15_19,[15-19],633,52.57475083,,11.49378119
AS,Asia,JPN,Japan,2021,All,Age20_24,[20-24],1285,58.86394869,,21.8178052
AS,Asia,JPN,Japan,2021,All,Age25_29,[25-29],1241,53.44530577,,20.85693955
AS,Asia,JPN,Japan,2021,All,Age30_34,[30-34],1181,41.2504366,,19.03340596
AS,Asia,JPN,Japan,2021,All,Age35_39,[35-39],1297,30.21197298,,18.30676406
AS,Asia,JPN,Japan,2021,All,Age40_44,[40-44],1527,21.34470226,,19.20004587
AS,Asia,JPN,Japan,2021,All,Age45_49,[45-49],1945,14.22095489,,20.37534422
AS,Asia,JPN,Japan,2021,All,Age50_54,[50-54],1852,8.84093947,,20.39944358
AS,Asia,JPN,Japan,2021,All,Age55_59,[55-59],1648,5.92912394,,21.43485547
AS,Asia,JPN,Japan,2021,All,Age60_64,[60-64],1284,3.20247419,,17.59199318
AS,Asia,JPN,Japan,2021,All,Age65_69,[65-69],1210,1.74035613,,15.51299354
AS,Asia,JPN,Japan,2021,All,Age70_74,[70-74],1637,1.20530718,,17.016372
AS,Asia,JPN,Japan,2021,All,Age75_79,[75-79],1246,0.7842841,,18.65624712
AS,Asia,JPN,Japan,2021,All,Age80_84,[80-84],990,0.43963852,,17.86988772
AS,Asia,JPN,Japan,2021,All,Age85_over,[85+],1156,0.15948259,,18.11733892
